"","numinves","idenpa","numentre","reg","ciudad","tamciud","comdist","age","sexo","codigo","diareal","mesreal","ini","fin","dura","totrevi","totcuot","totrech","totperd","numcasa","codsuper","supervvi","superven","codif","digit","lifesatisfaction","countryprogress","P3N","countryproblems","countryeconomicsituation","countrypast12monthseconsituation","countrynext12monthseconsituation","familynext12monthseconsituation","trustinpeople","democracypreference","democracysatisfaction","economysatisfaction","governedbyfew","trustinarmedforces","trustinpolice","trustinchurch","trustincongress","trustinnationalgovernment","trustinjudiciary","trustinpoliticalparties","trustinelectoralinst","P13ST_I","P14ST_A","trustinnatcompanies","trustintradeunions","trustintelevision","trustintlcompanies","trustinbanks","trustinradio","trustinprintedpress","trustinsocmedia","presleadershipapproval","leftrightscale","incomedistfairness","democracybest","P18STM_B","P18STM_C","P18N_D","P18N_E","P18N_F","P18N_G","P18N_H","P18ST_I","P19N","P20STM","P21ST","P22ST","P23ST_A","P23ST_B","P23ST_C","P23ST_D","P23ST_E","P23ST_F","P24ST_A","P24ST_B","P24ST_C","P24ST_D","P24ST_E","P25N_A","P25N_B","P25N_C","P26SDN_A","P26SDN_B","P26SDN_C","P26SDN_D","P26SDN_E","P26SDN_F","P27SDN","P28STIN","P29STIN_A","P29STIN_B","robotjobtake","P30INN_B","P30INN_C","P30INN_D","P30INN_E","P30INN_F","P31INN_A","P31INN_B","P31INN_C","P31INN_D","P31INN_E","P31INN_F","P31INN_1","P31INN_2","P31INN_3","P31INN_4","P31INN_5","P31INN_6","P32INN","P33N_A","P33ST_B","P33N_C","P33N_D","P34WVSNA","P34WVSNB","P35NA","P35NB","P36ST","P37CSN_A","P37CSN_B","P37STCS_C","P37WVSSTCS_D","P37STCS_E","P37CSN_F","P37WVSCS_G","P37WVSCS_H","P38CSN_A","P38CSN_B","P38CSN_C","P38CSN_D","P38CSN_E","P38CSN_F","P38CSN_G","P39N","interestinpolitics","freedompoliticalpart","P41ST_B","freedomenv","freedomprivateproperty","justfairwealthdistf","equalityofmenwomenf","chanceswuoriginf","freedomofspeech","freedomofreligion","protectionagainstcrimef","socialsecurityf","P41ST_L","freedomchancetogetjob","P42STGBS","P43STGBS_A","P43STGBS_B","talkoftenpolitics","workforcommunity","P44ST_C","P44ST_D","P45ST_A","authdemonst","nonauthdemonst","protestinsocmedia","P46N","P47ST","P48ST","publicopinionexpression","opinionplatform","P51N","P52N","P53N_A","P53N_B","P53N_C","P53N_D","protestagree","marketeconomygood","P55N","P56N_A","P56N_B","P56N_C","P56N_D","P57ST_A","P57ST_B","P57ST_C","P57ST_D","P57ST_E","P57ST_F","P57ST_G","P57ST_H","P58ST","P59ST","corruptionlast2years","P61ST","P62N_1","P62ST_2","P62ST_3","P62ST_4","P62ST_5","P62N_6","P62ST_7","P62ST_8","P62N_9","P62ST_10","P62ST_11","P62N_12","P62N_13","P62N_14","P62N_15","P62N_16","P62N_17","P63ST","religion","religiondevout","socioeconclass","S3","S4","incomeenough","S6","race","S8","S9","S10","S11","S12","S13INN_A_A","S13INN_A_B","S13INN_A_C","S13INN_A_D","S13INN_A_1","S13INN_A_2","S13INN_A_3","S14M_A","S14M_B","S14M_C","S14M_D","S14M_E","S14M_F","S14M_G","S14M_H","S14M_I","S14M_J","S15_A","S15_B","S16","S17","S18_A","S18_B","S19","S20_A","S20_B","S20_C","S20_D","S20_E","S20_F","S20_G","S20_H","S20_I","S20_J","S20_K","S21A","S21B","S22_A","S22_B","householdheademp","S24","education","REEDUC_2","REEDUC_3","reedad","perpart","fampart","wt","protest_engagement_score1","protest_attend","democracy_score","trust_score","economic_score","freedom_score","democracy_group","trust_group","economic_group","freedom_group","protest_label","socioecon_label"
"11",23,152,11,152011,152015001,7,18,26,1,44,1,3,1750,1830,40,0,0,0,0,1,1,1,2,2,0,2,1,2,20,3,2,3,3,1,1,2,3,1,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,3,3,2,3,3,2,3,2,2,2,2,2,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,3,4,5,6,3,3,4,3,3,2,1,1,4,1,2,2,4,4,3,2,4,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,3,1,3,4,3,4,1,152042,1,3,3,4,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,4,2,2,2,2,0,0,0,1,0,1,0,1,3,2,2,5,-1,4,4,6,4,6,96,5,4,2,96,-1,-1,1,-1,3,4,4,14,NA,3,1,2,3,2,4,1,2,23,15,15,0,1,0,0,2,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19961129,3,-3,8,1,1,1,1,1,1,1,1,1,1,1,25,15,2,-3,5,2,7,7,7,2,1,30,0.8913784,0.743382386851554,1,0.521947946043989,0.720259214038681,0.562196742122549,-0.0550741847069326,"High","High","High","Medium","Yes","Middle class"
"12",23,152,12,152011,152015001,7,89,24,2,45,5,3,1130,1220,50,0,0,4,0,5,22,1,1,2,0,2,2,3,26,3,3,3,3,1,1,3,3,1,3,4,4,4,4,4,4,3,2,1,3,4,4,4,4,3,3,2,2,NA,1,NA,3,2,2,-5,4,2,3,3,2,2,2,1,2,2,1,-1,-1,4,2,-1,2,3,3,2,-1,2,2,3,2,1,1,1,3,2,1,2,3,2,2,2,3,3,1,1,1,1,1,0,1,2,3,4,5,-5,3,3,3,1,3,3,1,-1,4,1,2,2,3,3,3,-5,3,2,1,0,0,1,1,1,1,3,3,3,1,3,3,4,3,3,3,2,4,2,4,3,2,95,-3,2,2,3,4,2,3,2,1,2,2,1,1,1,2,-5,2,1,1,2,2,-5,2,3,3,3,3,0,0,1,1,1,1,0,1,1,1,3,2,-1,-1,96,5,2,5,7,96,96,0,0,96,-1,4,-1,-1,-1,3,NA,NA,4,2,1,3,2,4,2,2,18,17,9,0,0,0,1,4,0,-2,1,0,1,1,1,1,1,1,0,0,1,1,1,19980330,1,-3,4,1,2,1,1,2,1,1,1,1,1,2,19,13,1,-3,NA,3,5,3,5,1,4,0,0.6576308,0.885341802665065,1,0.295755637108027,-0.77401188766914,0.610837325199288,-0.335359421126648,"High","Low","High","Low","Yes","Lower-middle class"
"13",23,152,13,152011,152015001,7,89,32,1,45,5,3,1310,1345,35,0,0,4,0,5,0,2,0,2,0,3,3,3,3,3,4,4,4,2,1,3,3,1,3,3,4,4,4,4,4,3,4,1,3,3,4,3,4,3,3,3,2,10,3,1,1,4,1,4,4,3,1,2,2,1,2,1,1,1,1,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,3,1,3,1,3,3,3,1,1,1,1,1,1,1,1,2,3,4,5,6,2,3,3,1,3,3,1,2,4,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,2,1,3,2,2,3,3,3,3,3,3,3,4,4,3,1,152006,2,1,2,3,4,2,1,3,2,1,1,1,2,1,2,2,2,2,2,2,1,1,4,1,3,2,3,1,1,0,1,1,1,0,0,2,2,4,1,2,3,2,3,0,3,1,2,2,4,4,3,8,8,4,5,7,2,NA,NA,3,1,1,2,2,7,1,1,22,15,13,0,1,0,0,2,0,-2,1,0,1,1,1,1,1,1,0,0,1,1,1,19901024,3,-3,8,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,3,7,5,-3,2,2,60,0.8913784,1.44920488358186,1,0.528727504734727,-0.795373581786695,-0.269488580008504,-0.521875424756758,"High","Low","Low","Low","Yes","Middle class"
"14",23,152,14,152011,152015001,7,89,60,2,45,5,3,1500,1545,45,6,0,1,0,2,1,1,1,2,0,1,2,3,37,3,4,4,3,NA,3,3,4,1,2,1,1,2,4,2,3,2,4,1,3,2,2,2,2,1,1,3,2,NA,4,4,2,-5,-5,-5,-5,-5,1,4,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,1,2,1,4,4,2,1,0,0,0,0,0,1,-5,-5,-5,-5,-5,2,4,3,1,4,1,3,-1,-1,1,4,4,3,3,4,4,4,4,1,0,0,0,0,0,1,3,4,NA,4,4,3,3,2,3,3,1,2,2,2,2,2,95,-3,4,2,4,4,3,3,3,3,-1,1,2,2,5,3,-5,4,2,2,2,4,2,1,4,4,4,4,0,1,1,1,0,1,0,0,3,1,4,3,96,96,96,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,4,2,5,3,2,4,1,1,17,15,15,0,0,0,1,4,0,-2,0,0,0,0,0,0,0,0,0,1,1,1,1,19620313,6,-3,-3,1,2,1,1,2,1,1,1,1,2,2,-3,-3,-3,-3,NA,4,7,7,-3,3,4,0,1.1316096,-0.773074009338552,0,-1.17067376435909,0.719469205382353,-0.24486289630672,0.0547176196146833,"Low","High","Medium","Medium","No","Lower-middle class"
"15",23,152,15,152011,152015001,7,89,60,2,45,5,3,1620,1710,50,0,0,3,0,4,0,2,0,2,0,4,3,4,26,5,5,5,5,2,NA,4,4,1,1,2,1,3,4,1,3,1,4,1,1,2,1,1,1,1,1,2,2,10,4,3,1,3,3,1,1,3,1,3,1,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,4,4,4,-1,-1,1,4,4,1,2,-5,1,3,2,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,3,2,1,1,1,3,4,-1,1,4,4,3,3,3,3,3,4,1,0,1,1,0,1,0,1,3,2,1,2,2,3,1,2,2,1,2,4,2,4,1,96,-3,3,4,3,2,1,1,1,3,-1,1,1,2,4,2,-5,2,2,1,2,2,1,4,4,4,4,2,1,1,1,1,1,1,1,0,3,1,3,3,3,4,5,4,0,0,9,-1,4,10,5,-1,4,2,3,2,5,1,1,1,4,3,5,3,3,3,1,2,15,13,0,0,0,0,1,4,0,-2,1,0,0,0,1,0,0,0,0,0,3,1,1,19620414,6,-3,-3,1,2,2,1,2,2,1,2,1,2,2,-1,0,6,-3,NA,4,5,0,0,3,4,0,0.573609,0.299205133988594,1,-0.897020804185228,1.11428201907237,-1.54407860734185,0.237224028104989,"Low","High","Low","High","Yes","Lower-middle class"
"16",23,152,16,152011,152015001,7,89,68,2,45,5,3,1803,1845,42,0,0,4,0,5,1,1,1,1,0,2,2,3,16,4,3,3,3,2,1,3,3,1,2,1,1,3,4,2,2,2,3,1,2,3,2,2,3,1,2,2,2,NA,3,2,3,3,3,1,2,2,3,3,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,4,-1,2,3,3,3,2,1,2,2,-5,1,0,0,1,0,0,1,4,-5,-5,-5,-5,3,3,3,2,3,1,3,-1,-1,1,2,2,2,2,2,2,2,-5,1,1,1,1,1,1,1,2,4,NA,-5,NA,3,3,2,3,2,1,2,4,4,3,2,96,-3,4,4,4,4,2,3,3,3,-1,1,2,2,5,2,-5,3,2,2,2,3,2,1,-5,-5,4,4,0,0,0,1,0,1,0,0,2,2,3,3,-1,-1,-1,-1,-1,1,6,96,-1,3,-1,-1,-1,-1,-1,-1,-1,4,1,2,4,1,5,2,2,3,2,1,19,13,1,0,0,0,1,4,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19550111,6,-3,-3,1,1,1,1,1,1,1,1,1,2,2,-3,-3,-3,-3,NA,3,5,1,-3,4,4,0,0.7288608,-0.923251471759051,0,0.181863845630537,0.583855884664934,0.17473450209003,-0.0217418285853665,"Medium","High","Medium","Medium","No","Lower-middle class"
"17",23,152,17,152015,152001003,7,130,37,1,120,20,2,1830,1920,50,0,0,1,0,2,0,2,0,1,0,2,2,3,26,4,3,3,2,2,2,3,3,1,2,3,4,3,3,3,4,2,3,1,3,2,3,3,2,2,3,4,2,5,4,2,3,3,2,3,3,3,2,2,1,1,2,1,3,2,2,-1,-1,4,2,-2,2,-1,2,-1,-1,2,2,3,2,3,-1,-1,1,1,3,2,3,2,2,2,-5,2,0,1,1,1,0,0,2,3,4,-5,-5,-5,2,3,2,2,3,1,3,4,2,1,2,2,3,3,3,2,3,3,1,0,1,0,0,0,1,3,3,3,2,3,2,4,3,3,3,2,4,3,3,3,2,96,-3,3,2,3,4,2,2,2,2,2,1,2,1,4,2,2,1,1,-5,1,2,3,3,2,2,2,2,0,1,1,1,0,0,0,0,4,1,2,4,96,96,96,2,2,3,-2,-1,-1,4,-1,96,7,5,-1,-1,4,3,NA,NA,4,2,2,3,4,6,2,1,18,13,9,1,0,0,0,1,0,-2,1,0,1,0,0,0,0,0,0,0,1,1,1,19851014,3,-3,8,1,1,1,1,2,1,1,1,1,1,2,-3,-3,-3,-3,NA,3,5,3,-3,2,4,0,0.7850539,0.424708224793983,1,-0.147541300260088,-0.198911347718314,0.0732086627518146,-0.344414990743913,"Medium","Medium","Medium","Low","Yes","Lower-middle class"
"18",23,152,18,152015,152001003,7,130,37,2,120,27,2,1545,1638,53,0,0,1,0,2,0,2,0,2,0,1,1,1,NA,1,2,2,NA,1,1,2,3,1,2,2,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,2,1,2,3,2,2,2,1,1,2,8,1,4,4,1,4,4,2,2,2,4,2,2,4,2,2,2,3,1,2,1,3,2,2,2,3,2,2,1,3,2,1,1,1,0,0,1,1,2,3,6,-5,-5,1,4,1,1,4,2,3,2,4,1,2,2,2,2,2,2,2,2,1,0,1,0,0,1,1,2,2,1,1,1,1,1,2,3,1,3,2,2,3,3,2,-1,-3,2,2,3,2,2,2,2,2,1,1,1,NA,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,0,0,1,0,1,1,3,2,2,2,96,96,5,8,8,3,0,96,96,6,96,96,96,5,96,1,1,2,1,3,2,2,2,3,3,NA,1,2,-1,13,0,0,0,1,0,3,0,-2,1,0,1,0,1,1,1,0,0,0,1,1,1,19850606,1,-3,8,1,2,1,1,2,1,1,1,1,1,2,-1,0,1,-3,NA,2,5,0,0,2,4,0,0.7585158,1.02190741887752,1,0.868811605148178,1.72714143221127,1.63764205042207,0.79990317552785,"High","High","High","High","Yes","Upper-middle class"
"19",23,152,19,152015,152001003,7,130,59,1,120,25,2,1030,1120,50,0,0,0,0,1,0,2,0,2,0,1,1,2,26,2,3,2,2,1,1,2,2,2,2,2,3,2,2,3,3,1,1,1,3,2,2,2,2,2,3,3,1,5,2,1,4,3,2,3,2,3,3,2,2,2,2,1,2,3,3,-1,3,3,2,2,2,-1,1,2,-1,1,1,3,1,2,3,3,2,1,1,1,3,2,2,2,2,1,1,1,1,0,1,0,1,2,3,5,-5,-5,3,2,3,3,2,1,3,2,4,1,2,2,3,3,3,2,3,2,1,0,0,1,0,1,1,2,3,1,1,2,1,3,3,2,1,1,2,2,2,2,2,-1,-3,3,3,3,3,2,2,2,2,2,2,1,2,3,2,2,1,1,3,3,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,2,2,2,4,5,4,5,5,5,5,5,5,96,5,96,5,7,5,5,5,6,3,1,3,4,2,3,2,2,4,2,1,19,16,13,0,0,1,0,3,0,-2,0,0,1,0,1,0,0,0,0,0,1,1,1,19631024,3,-3,8,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,4,5,-3,3,4,0,0.6613063,0.376071633346452,1,0.167887458921006,0.640753570781596,1.29194044319827,0.695644540352358,"Medium","High","High","High","Yes","Lower-middle class"
"20",23,152,20,152015,152001003,7,130,22,2,120,27,2,1700,1738,38,0,0,0,0,1,2,1,1,1,0,4,3,4,NA,5,4,4,3,2,3,4,4,NA,4,4,4,4,4,4,4,4,4,1,4,3,4,3,2,2,2,4,NA,5,3,1,2,2,2,1,3,3,2,1,1,2,2,6,-1,-1,-1,2,-1,4,3,3,3,4,4,-1,-2,2,2,2,2,2,2,2,3,2,2,2,4,3,4,3,2,3,0,1,1,1,0,1,2,3,4,6,-5,-5,1,4,4,3,2,2,4,2,4,2,1,3,2,-5,3,3,2,4,0,1,0,1,1,0,1,2,2,1,2,3,2,4,NA,3,NA,2,2,3,3,1,2,152001,1,1,2,1,1,1,2,2,2,2,4,2,2,1,2,1,1,1,3,2,1,3,2,4,3,3,3,1,0,0,1,0,0,1,0,2,2,3,2,6,8,96,2,4,5,5,96,96,2,96,96,96,7,96,2,2,3,NA,NA,3,2,3,2,3,4,2,1,-6,14,13,0,0,0,1,4,0,-2,1,0,0,0,0,1,0,0,0,0,1,1,1,20001218,3,-3,8,1,1,1,1,2,1,1,1,1,1,2,-3,-3,-3,-3,NA,2,6,5,-3,1,2,50,1.0885952,1.32232364360881,1,-0.766546238769192,-0.821793839485099,-0.95389169074345,0.184701870752056,"Low","Low","Low","High","Yes","Middle class"
"21",23,152,21,152015,152001003,7,130,39,1,120,25,2,1240,1340,60,0,0,0,0,1,22,1,1,1,0,3,3,3,26,4,4,5,3,2,2,4,4,1,2,3,4,4,4,4,4,2,4,2,2,4,3,2,2,3,NA,4,2,NA,2,3,2,2,-5,2,3,3,2,3,1,1,2,5,1,3,3,2,2,4,2,3,3,2,3,2,2,3,3,3,2,3,3,3,1,3,3,2,2,2,2,3,3,1,0,1,1,1,0,1,2,3,4,6,-5,-5,2,4,1,1,4,1,3,1,3,2,4,3,2,2,2,3,2,4,0,0,1,0,0,1,1,3,2,1,1,3,3,2,2,2,1,1,4,2,2,2,1,152006,2,2,3,2,3,1,3,3,3,2,1,1,2,3,3,2,1,3,3,2,4,-5,4,1,1,1,1,0,0,1,1,1,1,0,1,3,1,3,7,1,1,2,8,1,1,3,8,-1,3,96,96,6,2,2,2,8,2,2,2,2,1,3,1,4,6,1,1,25,15,13,1,1,0,0,1,2,-2,1,0,1,1,1,0,0,0,0,0,1,1,1,19830723,3,-3,5,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,1,7,5,-3,2,2,60,0.8913784,-0.123832152686483,0,-0.834489059777729,-0.474432227586254,-0.522484936771453,0.429660816818563,"Low","Low","Low","High","No","Upper-middle class"
"22",23,152,22,152015,152001003,7,130,24,2,120,26,2,1305,1355,50,0,0,0,0,1,0,2,0,2,0,1,2,2,4,3,2,3,3,2,2,3,3,1,2,2,3,3,2,4,3,4,2,1,3,1,2,2,3,1,3,3,1,3,3,1,1,2,4,3,3,4,3,3,2,2,2,5,2,2,1,1,3,4,2,2,2,2,3,4,4,4,3,2,3,1,3,2,4,2,3,2,4,1,2,3,2,4,0,1,0,1,0,1,2,4,6,-5,-5,-5,1,1,2,1,3,2,4,2,4,1,1,1,4,4,2,1,4,1,1,0,1,0,1,0,0,3,2,1,2,4,3,3,2,4,1,2,3,4,2,3,2,-1,-3,2,1,3,2,1,1,1,1,2,2,2,2,4,2,2,2,1,3,2,1,3,2,1,2,4,2,0,0,0,0,0,0,1,1,1,2,2,5,5,96,8,3,2,6,3,96,96,2,96,96,96,96,96,96,3,2,1,2,2,2,1,2,2,7,2,2,-6,14,13,1,0,0,0,1,0,-2,1,1,0,0,0,1,1,1,0,0,1,1,1,19981013,7,-3,-3,1,1,1,1,1,1,1,1,1,1,1,97,14,3,-3,7,2,6,5,6,1,4,0,1.0885952,1.5254233538725,1,0.199322358844102,0.235708693514472,0.644399970374037,-0.242635025763451,"High","High","High","Medium","Yes","Upper-middle class"
"23",23,152,23,152015,152001003,7,130,43,1,120,25,2,1300,1335,35,0,0,0,0,1,0,2,0,2,0,3,2,2,26,3,3,2,2,1,1,3,3,1,3,4,4,3,2,3,4,3,2,1,4,4,3,4,2,3,3,2,1,1,4,2,4,4,1,3,2,2,3,2,2,2,1,1,3,2,2,3,3,2,-1,-1,-1,-1,2,2,-1,-1,2,4,2,4,4,4,4,2,2,2,3,1,3,2,2,1,1,1,1,0,1,1,1,2,3,5,6,-5,3,-5,2,2,-5,2,4,2,4,1,2,2,4,4,4,1,4,2,1,1,1,1,1,1,1,2,3,2,2,2,2,3,4,3,3,2,3,3,3,2,2,96,-3,3,4,4,4,2,1,3,1,2,2,1,2,4,2,1,2,2,2,2,2,2,3,2,2,2,2,0,0,0,1,0,0,0,0,4,3,3,5,5,5,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,-1,NA,NA,3,2,2,2,2,6,2,1,21,17,9,0,0,1,0,3,0,-2,1,0,1,1,1,1,0,1,0,0,1,1,1,19791009,3,-3,8,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,5,3,-3,3,4,0,0.6613063,0.279836381509777,1,0.181863845630537,-0.260318558915848,0.192375023612539,-0.152642501228556,"Medium","Low","Medium","Medium","Yes","Middle class"
"24",23,152,24,152015,152001003,7,130,35,2,120,28,2,1432,1510,38,0,0,1,0,2,2,1,1,1,0,2,2,2,26,3,2,3,3,2,3,3,2,1,4,4,3,2,2,3,4,3,2,1,4,3,4,2,2,2,2,4,1,3,3,1,4,4,1,4,4,2,3,1,2,2,1,1,3,2,1,1,-1,4,2,2,1,1,4,2,2,1,1,4,1,1,1,1,2,2,2,1,3,1,4,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,3,2,1,1,2,3,1,2,4,-1,1,1,3,4,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,3,1,4,4,4,4,1,4,4,3,3,1,152040,2,2,2,4,4,2,1,1,1,2,1,2,1,4,2,2,1,1,2,2,2,2,3,1,1,1,1,0,0,0,1,0,1,0,1,2,1,4,1,96,96,96,9,2,7,7,96,96,1,96,96,96,8,96,8,1,3,1,3,3,2,2,2,3,NA,2,2,-6,13,13,1,0,0,0,1,0,-2,1,0,1,0,1,1,1,0,0,0,1,1,1,19870802,7,-3,-3,1,2,1,1,2,1,1,1,1,2,2,-1,16,3,-3,NA,3,5,5,4,2,2,70,0.7585158,1.23177907790992,1,-0.130082787046524,-0.197116655356418,0.539673649642951,-0.360612245363494,"Medium","Medium","High","Low","Yes","Middle class"
"25",23,152,25,152015,152001003,7,130,30,1,120,25,2,1000,1038,38,0,0,1,0,2,0,2,0,2,0,3,2,4,3,4,4,3,3,2,1,3,3,1,3,2,2,2,2,2,1,3,2,1,NA,NA,3,4,3,3,NA,2,1,5,3,2,3,3,2,-5,-5,3,-5,2,1,2,1,2,-1,-1,-1,-1,-1,3,2,-1,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,4,2,2,2,3,1,2,2,-5,2,0,0,1,0,1,0,3,5,-5,-5,-5,-5,3,-5,-5,-5,-5,3,1,2,4,-2,2,2,3,3,2,2,3,3,1,0,0,0,1,0,1,3,4,NA,2,3,3,4,3,3,3,2,4,3,3,3,2,96,-3,4,4,4,4,3,3,3,3,-1,5,2,1,5,2,2,2,2,2,2,3,-5,2,3,3,3,3,0,1,0,0,0,0,0,1,4,2,4,3,3,2,4,2,2,6,2,96,96,3,2,96,4,3,4,3,5,-1,1,4,4,3,2,3,3,4,1,2,18,13,13,0,0,0,1,4,0,-2,1,0,1,0,1,0,0,0,0,0,1,1,2,19930201,1,-3,4,2,2,1,1,2,1,1,1,1,2,2,18,13,1,-3,4,3,5,5,5,2,4,0,0.7850539,-0.923251471759051,0,0.181863845630537,0.388069596527449,-0.0040747864439824,-0.370097602661036,"Medium","High","Medium","Low","No","Lower-middle class"
"26",23,152,26,152015,152001003,7,130,18,2,120,28,2,1515,1552,37,0,0,1,0,2,0,2,0,2,0,4,1,4,4,2,2,4,3,2,3,3,3,1,4,4,4,4,3,4,4,4,3,1,4,3,4,4,4,4,4,4,1,5,4,1,3,3,1,3,2,3,-5,3,1,-1,2,1,1,1,1,1,1,4,2,2,2,2,3,2,2,2,2,1,1,2,1,2,3,2,1,1,-5,3,3,2,3,2,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,2,3,1,3,1,3,2,3,2,1,1,2,2,-5,3,1,2,1,1,0,1,0,1,1,2,1,1,2,2,3,2,2,3,3,2,1,3,2,4,2,-1,-3,1,4,1,3,1,1,1,1,2,2,2,1,3,2,1,1,1,1,1,2,1,2,1,1,1,1,0,0,0,1,0,0,0,1,2,1,4,1,96,96,7,1,4,6,2,96,96,1,96,96,96,8,96,5,1,3,NA,NA,2,1,1,1,2,4,1,2,17,13,0,0,0,0,1,4,0,-2,1,0,0,0,1,1,1,0,0,0,1,1,1,20040501,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,-1,13,1,-3,2,1,5,0,5,1,4,0,0.6576308,1.33448913704442,1,-0.130082787046524,-1.13716754728509,0.222023486772685,0.31438373439252,"Medium","Low","Medium","High","Yes","Upper-middle class"
"27",23,152,27,152015,152001003,7,6,18,1,120,26,2,1810,1850,40,0,0,0,0,1,0,2,0,2,0,2,2,2,NA,3,5,3,3,2,1,1,3,2,2,2,NA,1,1,1,1,1,1,1,2,1,4,1,1,2,2,1,NA,NA,3,1,2,2,-5,-5,2,2,1,1,1,2,-1,10,2,4,3,2,1,4,1,-1,-1,-1,4,2,-1,-1,2,2,2,2,2,3,1,-5,2,3,2,2,4,3,3,2,1,0,0,0,0,0,1,-5,-5,-5,-5,-5,2,3,4,1,4,1,4,3,4,1,3,1,2,1,4,2,3,4,1,0,0,0,0,0,0,1,4,2,2,2,2,3,2,2,2,2,3,1,2,3,1,95,-3,2,4,2,3,3,2,1,3,-1,3,2,2,NA,2,2,1,1,1,2,3,3,5,2,3,2,3,0,0,0,0,0,1,0,0,4,3,4,5,-1,96,96,96,96,96,96,96,96,96,96,96,-1,-1,96,96,96,3,NA,NA,NA,-2,5,NA,2,6,1,2,-6,14,16,1,0,0,0,1,0,-2,0,0,1,0,1,1,1,0,0,0,1,1,1,20040531,7,-3,-3,1,2,2,1,1,1,1,1,1,1,1,-1,14,3,-3,NA,2,6,4,6,1,4,0,0.9153043,0.0479995170242626,1,0.507971559334458,1.35211204635707,0.0486127574459104,0.325831442685461,"High","High","Medium","High","Yes",NA
"28",23,152,28,152015,152001003,7,6,30,2,120,22,2,1113,1153,40,1,0,0,0,1,2,1,1,2,0,3,1,2,26,3,3,3,2,2,3,3,3,1,3,4,4,2,2,3,4,2,2,1,2,2,4,3,2,2,2,4,1,5,3,1,2,2,4,2,3,4,3,3,2,2,2,3,2,2,4,3,-1,2,2,3,2,2,2,2,3,2,2,2,3,2,3,3,1,2,2,2,2,2,3,3,2,2,0,1,0,0,0,0,2,-5,-5,-5,-5,-5,2,3,2,1,3,2,3,3,2,2,2,2,4,4,1,1,4,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,95,-3,2,2,3,4,1,2,1,1,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,3,1,3,0,0,1,1,1,0,1,0,1,2,2,4,5,4,6,8,3,3,8,5,1,5,7,3,6,6,3,4,6,2,NA,NA,3,2,2,3,3,4,2,1,23,15,13,0,1,0,0,2,0,-2,1,0,0,1,1,1,0,0,0,0,1,1,1,19921013,2,-3,5,1,1,1,1,2,1,1,1,1,2,2,-3,-3,-3,-3,NA,2,7,5,-3,2,4,0,0.8464017,1.26969336205966,1,-0.130082787046524,-0.0038337069274032,0.405102064789907,1.55002551054154,"Medium","Medium","High","High","Yes","Middle class"
